datetime,Time [s],electrical_power_consumed,heating_electric_power_4,pump_power_4,ets_pump_power_4,heating_electric_power_5,pump_electric_power_5,ets_pump_electric_power_5,TimeSerLoa_b6603ffb.bui.addPFan.y,TimeSerLoa_9fdd6cda.bui.addPFan.y,TimeSerLoa_9fdd6cda.PPumETS.1,TimeSerLoa_b6603ffb.PPumETS.1,heating_system_capacity_4,heating_system_capacity_5,cooling_system_capacity_4,cooling_system_capacity_5
1/1/2023 19:00,68400,3597.512,381.50604,405.074,50.506348,50651.375,1938.7247,652.4774,7.864251,12.262253,50.506348,652.4774,130901.3,73179.4,-15784.6,-201976.5
1/1/2023 20:00,72000,3597.512,376.89072,405.089,50.506348,50490.812,1988.885,671.9645,68.15223,12.279987,50.506348,671.9645,130901.3,73179.4,-15784.6,-201976.5
1/1/2023 21:00,75600,3597.512,431.36627,408.14368,50.506348,47037.844,1903.8124,564.9739,142.72112,16.251747,50.506348,564.9739,130901.3,73179.4,-15784.6,-201976.5
1/1/2023 22:00,79200,3597.512,406.11935,407.6028,50.506348,50267.67,1957.7043,672.94763,3.1935532,15.49475,50.506348,672.94763,130901.3,73179.4,-15784.6,-201976.5
1/1/2023 23:00,82800,3597.512,533.0647,413.5423,50.506348,47756.727,1746.8871,608.3703,8.068188,25.240236,50.506348,608.3703,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 0:00,86400,3597.512,542.5035,415.29327,50.506348,42862.918,1497.5337,454.81918,46.48195,28.781769,50.506348,454.81918,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 1:00,90000,3597.512,492.16605,412.722,50.506348,42288.926,1367.4365,412.85458,17.212215,23.693716,50.506348,412.85458,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 2:00,93600,3597.512,432.01602,410.47195,50.506348,165.2184,917.9335,17.661684,10.564278,19.795452,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 3:00,97200,3597.512,446.1548,412.5585,50.506348,163.0623,881.2018,17.661684,9.334332,23.393747,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 4:00,100800,3597.512,386.98898,410.48416,50.506348,160.93039,852.9485,17.661684,8.960824,19.815313,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 5:00,104400,3597.512,409.66727,411.7858,50.506348,1939.7122,924.6021,46.26926,224.08041,22.01215,50.506348,46.26926,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 6:00,108000,3597.512,425.66995,413.29556,50.506348,2384.1853,953.27277,47.12194,814.258,24.767742,50.506348,47.12194,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 7:00,111600,3597.512,9133.86,718.3432,208.05428,43293.223,1214.2212,442.731,862.5956,4136.8496,208.05428,442.731,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 8:00,115200,3597.512,7267.9614,690.0458,132.05989,52731.297,2103.8186,769.6742,341.86917,8403.573,132.05989,769.6742,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 9:00,118800,3597.512,5268.1826,594.6372,58.947697,51619.754,1671.5464,722.2375,57.870934,6314.398,58.947697,722.2375,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 10:00,122400,3597.512,4024.2952,562.7285,53.59449,49796.164,2077.0498,646.8775,14.296471,4044.5198,53.59449,646.8775,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 11:00,126000,3597.512,3126.243,536.87476,53.554516,48162.605,1600.5319,603.66254,5.790744,2285.1216,53.554516,603.66254,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 12:00,129600,3597.512,2382.0078,508.6899,54.569904,51128.453,1229.7032,563.04706,2.18853,1134.4027,54.569904,563.04706,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 13:00,133200,3597.512,2156.3752,488.35962,55.509777,48033.37,2024.073,558.8388,127.3013,642.82513,55.509777,558.8388,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 14:00,136800,3597.512,1748.9341,469.2708,55.05653,46290.395,1975.8755,520.9119,97.73177,349.6333,55.05653,520.9119,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 15:00,140400,3597.512,1385.9794,451.0095,53.198856,45001.285,1560.9343,481.48236,1.9035163,181.45598,53.198856,481.48236,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 16:00,144000,3597.512,1249.2094,441.3101,53.16387,45230.02,1397.3402,525.36395,1.2437007,115.84681,53.16387,525.36395,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 17:00,147600,3597.512,1221.5103,437.51523,54.022457,45198.113,1258.35,480.3254,1.0301806,91.40597,54.022457,480.3254,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 18:00,151200,3597.512,1421.0319,444.83087,52.472195,50057.29,1392.2935,1298.8541,0.010102318,141.81161,52.472195,1298.8541,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 19:00,154800,3597.512,2150.5127,471.27237,52.432995,51594.19,1996.2861,666.21375,91.624985,412.16083,52.432995,666.21375,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 20:00,158400,3597.512,247.82356,392.1205,1.1909205,52158.297,2109.2346,716.0574,410.84604,132.56989,1.1909205,716.0574,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 21:00,162000,3597.512,264.31674,383.5587,1.4270169,50031.348,2022.6741,655.04663,256.97052,85.03117,1.4270169,655.04663,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 22:00,165600,3597.512,229.9009,381.67654,0.9656582,51925.26,2008.2802,715.06433,12.133766,78.72759,0.9656582,715.06433,130901.3,73179.4,-15784.6,-201976.5
1/2/2023 23:00,169200,3597.512,6.245359,380.49316,0.10372095,49347.47,1511.3436,656.48865,1.0598993,77.349815,0.10372095,656.48865,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 0:00,172800,3597.512,6.212057,380.41818,0.10372095,44217.27,1341.055,486.64917,10.984628,77.03096,0.10372095,486.64917,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 1:00,176400,3597.512,6.211773,380.40067,0.10372095,42577.508,1213.7042,411.44418,7.2789373,76.95659,0.10372095,411.44418,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 2:00,180000,3597.512,6.177414,380.39655,0.10372095,166.36775,778.79724,17.661684,4.332435,76.939125,0.10372095,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 3:00,183600,3597.512,12.873259,77.86469,50.506348,164.30359,748.91516,17.661684,3.6184244,0.001100756,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 4:00,187200,3597.512,63.90446,287.10986,50.506348,162.28436,725.1381,17.661684,3.3504941,0.08716263,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 5:00,190800,3597.512,145.54477,388.85797,50.506348,2540.9238,828.1836,47.823074,358.26556,0.66706765,50.506348,47.823074,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 6:00,194400,3597.512,211.46413,392.71698,50.506348,2886.3062,1522.1459,1100.9548,1169.6045,2.1449907,50.506348,1100.9548,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 7:00,198000,3597.512,2682.794,478.75598,50.506348,42829.87,1752.0077,429.55038,1258.251,559.9489,50.506348,429.55038,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 8:00,201600,3597.512,4172.123,530.84125,53.003246,52958.42,2129.5515,771.09576,628.0512,2007.618,53.003246,771.09576,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 9:00,205200,3597.512,2915.8125,520.40576,53.39179,51775.098,1688.6876,722.3389,137.56543,1550.036,53.39179,722.3389,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 10:00,208800,3597.512,2322.7852,498.51346,53.60543,50121.44,2106.5315,647.7965,50.99544,897.4317,53.60543,647.7965,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 11:00,212400,3597.512,1981.893,479.96695,53.56194,48759.08,1644.4237,607.0061,59.460785,528.7273,53.56194,607.0061,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 12:00,216000,3597.512,1652.3643,463.1184,54.51634,49623.047,2037.5674,592.07544,27.83862,283.02148,54.51634,592.07544,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 13:00,219600,3597.512,1569.448,454.70242,55.48269,47855.703,2094.2827,561.8613,376.78726,192.90019,55.48269,561.8613,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 14:00,223200,3597.512,1379.7372,446.6361,55.104126,45994.887,2095.1353,525.3208,698.0734,136.40987,55.104126,525.3208,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 15:00,226800,3597.512,1156.2853,436.59274,53.218258,44848.86,1844.4108,530.983,28.204689,90.83864,53.218258,530.983,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 16:00,230400,3597.512,1149.0321,434.46176,53.18731,45474.043,1402.6597,529.94543,4.7353816,81.186005,53.18731,529.94543,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 17:00,234000,3597.512,1208.3702,436.8115,54.08867,46823.887,1382.4589,501.8003,12.539616,87.75875,54.08867,501.8003,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 18:00,237600,3597.512,1480.6326,446.05222,52.44759,48048.47,2015.3673,560.2523,72.012695,150.24704,52.44759,560.2523,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 19:00,241200,3597.512,1895.339,463.81345,52.432693,51823.383,2277.6033,710.3653,824.7386,314.73615,52.432693,710.3653,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 20:00,244800,3597.512,246.59174,385.13684,1.2038951,51940.484,2323.7773,732.6348,1149.9137,93.53976,1.2038951,732.6348,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 21:00,248400,3597.512,263.30527,376.86682,1.4472146,49658.484,2253.3218,661.83136,1165.2212,58.18343,1.4472146,661.83136,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 22:00,252000,3597.512,228.86668,374.84097,0.9777005,51549.25,2177.249,723.2033,89.33449,52.955124,0.9777005,723.2033,130901.3,73179.4,-15784.6,-201976.5
1/3/2023 23:00,255600,3597.512,6.272317,373.58997,0.10372095,49494.992,1591.4874,662.5204,2.187625,51.74047,0.10372095,662.5204,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 0:00,259200,3597.512,12.12387,71.929695,50.506348,44607.137,1368.7894,488.08182,45.163548,0.000674765,50.506348,488.08182,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 1:00,262800,3597.512,67.191696,262.6768,50.506348,43087.98,1269.5128,454.6826,29.531214,0.0693174,50.506348,454.6826,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 2:00,266400,3597.512,137.14708,387.4746,50.506348,165.97601,764.9331,17.661684,3.9294355,0.38892686,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 3:00,270000,3597.512,231.03409,392.8728,50.506348,163.81544,729.248,17.661684,2.2088666,2.2300863,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 4:00,273600,3597.512,276.90543,397.70374,50.506348,161.59563,702.6829,17.661684,1.6603944,5.350258,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 5:00,277200,3597.512,367.47708,405.66852,50.506348,3710.858,852.7804,68.72199,634.1048,12.978313,50.506348,68.72199,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 6:00,280800,3597.512,383.7458,408.5842,50.506348,3863.9978,1625.5055,1096.5798,1989.2172,16.886267,50.506348,1096.5798,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 7:00,284400,3597.512,4451.0195,517.97327,54.86286,43726.113,1848.4822,455.21564,2303.7266,1411.0203,54.86286,455.21564,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 8:00,288000,3597.512,5450.9604,569.6044,63.61447,54080.363,2097.3767,767.0514,1556.7102,3797.6067,63.61447,767.0514,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 9:00,291600,3597.512,3788.6643,546.9369,53.374603,52677.125,1709.4418,717.4175,684.22906,2897.8977,53.374603,717.4175,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 10:00,295200,3597.512,2626.7817,519.1276,53.60136,51451.996,1649.0653,631.1512,232.9855,1495.5613,53.60136,631.1512,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 11:00,298800,3597.512,2054.1335,487.78693,53.530273,49335.2,1524.5411,604.37427,147.94194,669.6528,53.530273,604.37427,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 12:00,302400,3597.512,1735.2373,466.66217,54.48252,50148.156,1444.2584,642.06384,63.487854,324.30942,54.48252,642.06384,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 13:00,306000,3597.512,1534.7745,453.81158,55.508476,48279.906,2079.2046,556.1918,334.27023,185.3976,55.508476,556.1918,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 14:00,309600,3597.512,1281.8047,441.32864,55.07361,46368.848,2041.7582,523.3178,340.22803,105.402794,55.07361,523.3178,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 15:00,313200,3597.512,1062.1049,430.5508,53.202145,45359.58,1942.6315,529.33746,7.2237306,65.161156,53.202145,529.33746,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 16:00,316800,3597.512,1057.7662,428.5133,53.171936,45761.203,1395.3325,526.6329,13.107542,57.912277,53.171936,526.6329,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 17:00,320400,3597.512,1176.436,433.35303,54.072216,47048.785,1487.8354,506.2423,31.73045,72.73131,54.072216,506.2423,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 18:00,324000,3597.512,1592.001,448.60852,52.439,48577.414,2039.9987,603.3863,20.75869,168.76381,52.439,603.3863,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 19:00,327600,3597.512,2054.4434,468.14227,52.40965,51921.28,2240.7305,691.3307,619.6621,369.43073,52.40965,691.3307,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 20:00,331200,3597.512,247.5805,388.0707,1.1938181,52084.22,2303.846,725.1865,986.68726,108.75754,1.1938181,725.1865,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 21:00,334800,3597.512,264.3578,379.6473,1.4352105,49835.6,2234.415,657.6237,984.30743,68.470276,1.4352105,657.6237,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 22:00,338400,3597.512,229.70776,377.66974,0.9685461,51864.453,2208.2654,763.77844,76.303535,62.75616,0.9685461,763.77844,130901.3,73179.4,-15784.6,-201976.5
1/4/2023 23:00,342000,3597.512,31.501696,139.5615,50.506348,49877.89,1596.738,659.82056,6.893043,0.011752378,50.506348,659.82056,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 0:00,345600,3597.512,76.246826,291.4021,50.506348,45006.855,1383.1814,488.9678,85.77891,0.09054004,50.506348,488.9678,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 1:00,349200,3597.512,135.27861,387.16147,50.506348,43294.21,1279.3273,453.4674,49.896633,0.33963305,50.506348,453.4674,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 2:00,352800,3597.512,202.76314,390.5407,50.506348,167.35413,771.0673,17.661684,6.2214894,1.1680022,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 3:00,356400,3597.512,233.43205,393.68735,50.506348,165.15764,734.9029,17.661684,3.521197,2.7051938,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 4:00,360000,3597.512,276.70236,398.0834,50.506348,162.9178,708.4553,17.661684,2.7764375,5.6257553,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 5:00,363600,3597.512,306.79587,401.93033,50.506348,3859.7673,860.1768,72.08221,668.23364,8.890917,50.506348,72.08221,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 6:00,367200,3597.512,337.27777,404.59085,50.506348,3758.063,1643.8784,1096.6752,1981.044,11.699384,50.506348,1096.6752,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 7:00,370800,3597.512,3931.589,504.13223,50.506348,43364.953,1833.5547,439.01102,1911.387,1120.6265,50.506348,439.01102,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 8:00,374400,3597.512,4459.537,542.9715,52.849693,53537.043,2148.043,764.9592,963.7089,2677.58,52.849693,764.9592,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 9:00,378000,3597.512,3320.7012,531.3927,53.441647,52470.133,1719.9363,716.545,393.5435,2013.012,53.441647,716.545,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 10:00,381600,3597.512,2531.698,508.7983,53.609726,50643.543,2129.512,645.25867,137.21042,1164.6375,53.609726,645.25867,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 11:00,385200,3597.512,1914.7029,479.7731,53.549843,49153.41,1656.4286,606.3664,78.47017,525.71155,53.549843,606.3664,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 12:00,388800,3597.512,1624.1412,460.34833,54.47842,50178.777,1523.2433,646.739,26.278027,254.15794,54.47842,646.739,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 13:00,392400,3597.512,1477.862,450.02185,55.47692,48344.61,2066.3367,556.2754,306.9155,156.85263,55.47692,556.2754,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 14:00,396000,3597.512,1214.7539,437.67624,55.09365,46354.85,2087.2554,525.2308,770.8489,87.10615,55.09365,525.2308,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 15:00,399600,3597.512,970.2702,425.71194,53.20955,45265.69,1963.3563,535.3,30.149988,48.663445,53.20955,535.3,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 16:00,403200,3597.512,905.6269,421.0014,53.180008,45667.273,1950.2084,526.23596,10.995798,35.749756,53.180008,526.23596,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 17:00,406800,3597.512,964.6602,421.5761,54.03318,45901.234,1820.5155,528.30273,9.568839,35.066,54.03318,528.30273,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 18:00,410400,3597.512,1193.444,432.43704,52.46122,48584.867,1970.5673,552.24725,8.480049,75.60273,52.46122,552.24725,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 19:00,414000,3597.512,1683.8429,452.98083,52.42199,51608.707,2182.9048,678.03815,317.2657,204.2573,52.42199,678.03815,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 20:00,417600,3597.512,248.45563,378.48538,1.1923383,52128.543,2292.5469,718.20715,964.4205,64.95207,1.1923383,718.20715,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 21:00,421200,3597.512,265.38956,370.65958,1.4349071,49956.703,2205.486,654.84656,703.1179,39.33454,1.4349071,654.84656,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 22:00,424800,3597.512,230.53677,368.5442,0.9675977,51941.01,2153.1777,713.97314,52.229218,35.148174,0.9675977,713.97314,130901.3,73179.4,-15784.6,-201976.5
1/5/2023 23:00,428400,3597.512,16.986977,87.29086,50.506348,49891.16,1594.5284,657.8436,2.1701167,0.001991222,50.506348,657.8436,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 0:00,432000,3597.512,63.557285,251.70279,50.506348,44977.375,1377.4896,488.9658,40.406548,0.062044907,50.506348,488.9658,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 1:00,435600,3597.512,98.15025,362.39783,50.506348,43322.523,1274.6787,452.7023,23.471458,0.15648647,50.506348,452.7023,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 2:00,439200,3597.512,164.51616,388.66873,50.506348,167.8549,774.5345,17.661684,3.1616318,0.622635,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 3:00,442800,3597.512,200.50662,391.37238,50.506348,165.68922,739.44385,17.661684,1.7937356,1.4947011,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 4:00,446400,3597.512,237.08139,394.52325,50.506348,163.43321,712.99066,17.661684,1.2745892,3.2366507,50.506348,17.661684,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 5:00,450000,3597.512,361.71478,403.8641,50.506348,3188.3027,843.51154,56.36794,503.38477,10.88409,50.506348,56.36794,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 6:00,453600,3597.512,367.49658,406.72913,50.506348,3175.2458,1639.9938,1099.02,1475.2319,14.32192,50.506348,1099.02,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 7:00,457200,3597.512,3708.0522,500.57953,50.506348,42949.45,1812.6604,430.52698,1244.8915,1025.26,50.506348,430.52698,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 8:00,460800,3597.512,4636.5596,543.6352,52.83465,53611.8,2070.0981,762.59375,717.3269,2719.8457,52.83465,762.59375,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 9:00,464400,3597.512,3342.7769,532.5156,53.43447,52469.035,1671.9531,713.59955,280.39523,2067.667,53.43447,713.59955,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 10:00,468000,3597.512,2339.7703,504.1661,53.627712,51352.242,1662.2604,632.2471,83.7127,1037.3894,53.627712,632.2471,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 11:00,471600,3597.512,1838.5721,474.91547,53.53816,49109.574,1491.3184,603.9607,24.326328,449.24994,53.53816,603.9607,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 12:00,475200,3597.512,1525.4594,455.70895,54.51708,50335.24,2034.6167,598.57935,23.559544,209.79277,54.51708,598.57935,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 13:00,478800,3597.512,1347.3438,486.66998,55.488316,48188.938,2112.0442,559.51117,658.8473,110.9074,55.488316,559.51117,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 14:00,482400,3597.512,1068.3558,494.127,55.038258,46433.75,2083.4705,528.34436,702.55115,54.19417,55.038258,528.34436,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 15:00,486000,3597.512,843.3791,480.37234,53.18108,45208.797,1927.1051,488.86536,39.623245,29.351027,53.18108,488.86536,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 16:00,489600,3597.512,783.5606,469.58685,53.18074,45675.535,1433.3525,529.35614,1.1741692,20.653458,53.18074,529.35614,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 17:00,493200,3597.512,845.4603,462.62027,54.035618,45781.934,1356.0642,526.5696,1.1616076,20.821886,54.035618,526.5696,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 18:00,496800,3597.512,1006.6482,467.47726,52.471535,50816.03,970.8594,506.6894,0.22666088,45.29053,52.471535,506.6894,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 19:00,500400,3597.512,1468.9161,484.1095,52.413414,53003.81,2103.0037,701.0181,9.908322,133.08498,52.413414,701.0181,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 20:00,504000,3597.512,250.196,410.81558,1.1760247,52885.582,2226.5125,716.10925,641.14044,44.648106,1.1760247,716.10925,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 21:00,507600,3597.512,267.2426,401.7262,1.4153775,50271.645,2150.487,651.4812,665.93445,26.256464,1.4153775,651.4812,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 22:00,511200,3597.512,232.0574,398.0519,0.9535528,52148.445,2086.758,710.34247,39.353218,22.876516,0.9535528,710.34247,130901.3,73179.4,-15784.6,-201976.5
1/6/2023 23:00,514800,3597.512,6.305596,395.4744,0.10372095,50008.684,1572.8961,656.9128,1.7662902,21.945282,0.10372095,656.9128,130901.3,73179.4,-15784.6,-201976.5
1/7/2023 0:00,518400,3597.512,119.38087,84.40723,50.506348,44950.062,1355.844,488.8457,21.695599,0.001951764,50.506348,488.8457,130901.3,73179.4,-15784.6,-201976.5
1/7/2023 1:00,522000,3597.512,15.929688,115.4803,50.506348,43133.824,1213.0305,409.4477,10.6907015,0.003424778,50.506348,409.4477,130901.3,73179.4,-15784.6,-201976.5
